Trait1	Trait2	pval	BH	rho	order1	order2	order_var1	order_var2	BH.NA
B5	D2	0.047808337	0.097090441	0.034982804	5	70	x005_B5	x070_D2	NA
B5	D20	0.811373189	0.881511828	-0.004219833	5	110	x005_B5	x110_D20	NA
B5	D3	0.545292644	0.684183633	-0.010694168	5	50	x005_B5	x050_D3	NA
B5	D4	0.153770594	0.262188484	-0.025216246	5	102	x005_B5	x102_D4	NA
B5	D5	0.989714492	0.993359849	0.000227942	5	103	x005_B5	x103_D5	NA
B5	D6	0.052238233	0.104984313	0.034313217	5	67	x005_B5	x067_D6	NA
B5	D7	0.970273005	0.98140487	0.000658928	5	104	x005_B5	x104_D7	NA
B5	D8	0.172654216	0.288293832	-0.024109622	5	75	x005_B5	x075_D8	NA
B5	D9	0.100436769	0.185324232	0.029040495	5	89	x005_B5	x089_D9	NA
B5	x1	0.00770661	0.018443563	-0.047089893	5	59	x005_B5	x059_x1	0.018443563
B5	x10	0.237295586	0.373774839	-0.020893618	5	65	x005_B5	x065_x10	NA
B5	x11	0	0	-0.17486985	5	27	x005_B5	x027_x11	0
B5	x12	0.584204526	0.71509489	0.00967621	5	66	x005_B5	x066_x12	NA
B5	x13	0.036417185	0.076442936	0.036981918	5	49	x005_B5	x049_x13	NA
B5	x14	0.377187925	0.529564781	-0.015613672	5	73	x005_B5	x073_x14	NA
B5	x15	0.138725341	0.241620691	-0.026174404	5	74	x005_B5	x074_x15	NA
B5	x2	0.011754501	0.027249897	-0.044526	5	60	x005_B5	x060_x2	0.027249897
B5	x3	0.008223693	0.019532899	-0.046703029	5	61	x005_B5	x061_x3	0.019532899
B5	x4	0.00093082	0.002523866	-0.058488052	5	62	x005_B5	x062_x4	0.002523866
B5	x5	0.170655192	0.285377372	-0.024222327	5	57	x005_B5	x057_x5	NA
B5	x6	0.077565701	0.148611817	-0.031200601	5	58	x005_B5	x058_x6	NA
B5	x7	0.020642118	0.04588413	0.040906847	5	71	x005_B5	x071_x7	0.04588413
B5	x8	0.048603285	0.098571276	0.03485892	5	72	x005_B5	x072_x8	NA
B5	x9	0.340180628	0.491986396	0.016863864	5	48	x005_B5	x048_x9	NA
B5	y1	0.090859434	0.170539232	-0.029891172	5	44	x005_B5	x044_y1	NA
B5	y10	0.318733508	0.46856483	-0.017628528	5	63	x005_B5	x063_y10	NA
B5	y11	0.05033957	0.101645578	0.034594141	5	52	x005_B5	x052_y11	NA
B5	y12	0.481166841	0.626677213	-0.012455066	5	64	x005_B5	x064_y12	NA
B5	y13	0.374803369	0.527187669	-0.015691854	5	87	x005_B5	x087_y13	NA
B5	y14	0.001180421	0.003145096	0.05730506	5	55	x005_B5	x055_y14	0.003145096
B5	y15	0.01727669	0.038981466	0.042077616	5	56	x005_B5	x056_y15	0.038981466
B5	y2	0.090095697	0.16927982	-0.029962057	5	45	x005_B5	x045_y2	NA
B5	y3	0.737809946	0.83330268	-0.005919023	5	46	x005_B5	x046_y3	NA
B5	y4	0.776590163	0.858963017	0.005017456	5	47	x005_B5	x047_y4	NA
B5	y5	0.302723827	0.450665344	-0.018221539	5	42	x005_B5	x042_y5	NA
B5	y6	0.213166017	0.343799023	-0.022009544	5	43	x005_B5	x043_y6	NA
B5	y7	0.040980202	0.085038529	-0.036125064	5	53	x005_B5	x053_y7	NA
B5	y8	0.372036466	0.524296807	-0.015782958	5	54	x005_B5	x054_y8	NA
B5	y9	0.30497883	0.453234528	-0.018136777	5	86	x005_B5	x086_y9	NA
D3	A1	0	0	-0.313404113	50	68	x050_D3	x068_A1	0
D3	A10	0.141673636	0.245685116	0.025980579	50	91	x050_D3	x091_A10	NA
D3	A11	0.004743721	0.011693506	-0.049901281	50	80	x050_D3	x080_A11	0.011693506
D3	A12	0	0	0.248559937	50	98	x050_D3	x098_A12	0
D3	A13	0.651304913	0.76710667	0.007991171	50	85	x050_D3	x085_A13	NA
D3	A14	4.26E-14	2.06E-13	0.132953301	50	95	x050_D3	x095_A14	2.06E-13
D3	A15	0.234584439	0.370575418	-0.021014852	50	81	x050_D3	x081_A15	NA
D3	A16	0	0	0.154429719	50	94	x050_D3	x094_A16	0
D3	A17	0.022944387	0.050385201	-0.040198546	50	79	x050_D3	x079_A17	NA
D3	A18	4.88E-15	2.46E-14	0.137791485	50	99	x050_D3	x099_A18	2.46E-14
D3	A19	7.29E-11	3.05E-10	0.114810012	50	82	x050_D3	x082_A19	3.05E-10
D3	A2	0	0	0.321118951	50	100	x050_D3	x100_A2	0
D3	A20	0	0	0.147995129	50	96	x050_D3	x096_A20	0
D3	A3	0	0	0.471341074	50	69	x050_D3	x069_A3	0
D3	A4	0	0	-0.184841797	50	92	x050_D3	x092_A4	0
D3	A5	0	0	-0.457342863	50	101	x050_D3	x101_A5	0
D3	A6	2.46E-07	8.63E-07	-0.091063485	50	97	x050_D3	x097_A6	0.000000863
D3	A7	0	0	0.188417301	50	84	x050_D3	x084_A7	0
D3	A8	0	0	0.163105667	50	93	x050_D3	x093_A8	0
D3	A9	1.60E-08	6.03E-08	-0.099653892	50	83	x050_D3	x083_A9	6.03E-08
D3	B1	0.28328498	0.427997343	-0.018970333	50	26	x050_D3	x026_B1	NA
D3	B10	0.751111642	0.842638713	-0.005608166	50	2	x050_D3	x002_B10	NA
D3	B11	0.080368339	0.153344428	0.0309102	50	6	x050_D3	x006_B11	NA
D3	B12	0.74718709	0.839622606	-0.005699697	50	14	x050_D3	x014_B12	NA
D3	B13	0.700412785	0.80594523	-0.006803235	50	9	x050_D3	x009_B13	NA
D3	B14	0.283568655	0.428210098	-0.018959161	50	4	x050_D3	x004_B14	NA
D3	B15	0.881418949	0.925574811	-0.002637604	50	15	x050_D3	x015_B15	NA
D3	B16	0.010567641	0.024641388	0.045183651	50	16	x050_D3	x016_B16	0.024641388
D3	B17	0.016882439	0.038134973	0.042227574	50	7	x050_D3	x007_B17	0.038134973
D3	B18	0.687819081	0.797731745	0.007104755	50	17	x050_D3	x017_B18	NA
D3	B19	0.133513514	0.23403904	-0.026524942	50	10	x050_D3	x010_B19	NA
D3	B2	0.150134633	0.25730621	0.025441004	50	25	x050_D3	x025_B2	NA
D3	B20	0.69878433	0.804985348	-0.00684211	50	8	x050_D3	x008_B20	NA
D3	B3	0.786880653	0.865886475	0.004780489	50	23	x050_D3	x023_B3	NA
D3	B4	0.484542609	0.629054281	-0.012359383	50	1	x050_D3	x001_B4	NA
D3	B5	0.545292644	0.684183633	-0.010694168	50	5	x050_D3	x005_B5	NA
D3	B6	0.071223029	0.137754108	-0.031890813	50	13	x050_D3	x013_B6	NA
D3	B7	0.556279763	0.693181704	0.010403278	50	11	x050_D3	x011_B7	NA
D3	B8	0.145656509	0.251283675	-0.025723597	50	3	x050_D3	x003_B8	NA
D3	B9	0.562948607	0.698732277	0.010228085	50	12	x050_D3	x012_B9	NA
D3	C1	0.969585653	0.981040673	-0.000674172	50	21	x050_D3	x021_C1	NA
D3	C10	0.459835472	0.60747326	0.013068385	50	30	x050_D3	x030_C10	NA
D3	C11	0.119069609	0.213272275	-0.027555246	50	35	x050_D3	x035_C11	NA
D3	C12	0.18880517	0.311087991	0.023232924	50	29	x050_D3	x029_C12	NA
D3	C13	0.476892762	0.622409691	-0.012576737	50	33	x050_D3	x033_C13	NA
D3	C14	0.507059306	0.650154324	0.011730129	50	31	x050_D3	x031_C14	NA
D3	C15	0.150685245	0.258028576	-0.025406703	50	40	x050_D3	x040_C15	NA
D3	C16	0.989406837	0.993217346	-0.000234761	50	37	x050_D3	x037_C16	NA
D3	C17	0.91196828	0.943931257	0.001954832	50	39	x050_D3	x039_C17	NA
D3	C18	0.172774596	0.288358492	0.024102867	50	36	x050_D3	x036_C18	NA
D3	C19	0.818397573	0.88557797	-0.004059842	50	41	x050_D3	x041_C19	NA
D3	C2	0.15658405	0.266173103	0.025045088	50	19	x050_D3	x019_C2	NA
D3	C20	0.131952236	0.231863093	-0.026632007	50	38	x050_D3	x038_C20	NA
D3	C3	0.256281192	0.395369467	0.02007081	50	22	x050_D3	x022_C3	NA
D3	C4	0.680182973	0.790864414	-0.007288585	50	20	x050_D3	x020_C4	NA
D3	C5	0.507109528	0.650154324	0.011728742	50	24	x050_D3	x024_C5	NA
D3	C6	0.025457925	0.055377453	0.039492521	50	18	x050_D3	x018_C6	NA
D3	C7	0.169985086	0.284574306	-0.024260329	50	34	x050_D3	x034_C7	NA
D3	C8	0.092537535	0.17303884	0.029737089	50	28	x050_D3	x028_C8	NA
D3	C9	0.838224458	0.898954494	0.003609998	50	32	x050_D3	x032_C9	NA
D3	D1	0	0	-0.655889869	50	51	x050_D3	x051_D1	0
D3	D10	0.245549421	0.382653699	-0.020530444	50	77	x050_D3	x077_D10	NA
D3	D11	2.22E-13	1.04E-12	0.129144937	50	88	x050_D3	x088_D11	1.04E-12
D3	D12	0.022208749	0.049039208	0.040417872	50	76	x050_D3	x076_D12	0.049039208
D3	D13	1.80E-06	6.05E-06	-0.08427041	50	90	x050_D3	x090_D13	0.00000605
D3	D14	0.855622193	0.90885954	-0.003217193	50	78	x050_D3	x078_D14	NA
D3	D15	2.27E-08	8.44E-08	0.09860266	50	105	x050_D3	x105_D15	8.44E-08
D3	D16	6.24E-11	2.62E-10	0.115215741	50	109	x050_D3	x109_D16	2.62E-10
D3	D17	2.66E-15	1.36E-14	-0.139056176	50	106	x050_D3	x106_D17	1.36E-14
D3	D18	0.043766919	0.089949496	-0.035640802	50	108	x050_D3	x108_D18	NA
D3	D19	3.55E-13	1.64E-12	0.128044978	50	107	x050_D3	x107_D19	1.64E-12
D3	D2	0	0	-0.375356227	50	70	x050_D3	x070_D2	0
D3	D20	1.81E-12	8.16E-12	0.124143064	50	110	x050_D3	x110_D20	8.16E-12
D3	D3	NA	NA	1	50	50	x050_D3	x050_D3	NA
D3	D4	0	0	0.209924877	50	102	x050_D3	x102_D4	0
D3	D5	0	0	-0.402722478	50	103	x050_D3	x103_D5	0
D3	D6	0	0	-0.371193498	50	67	x050_D3	x067_D6	0
D3	D7	0	0	0.449379623	50	104	x050_D3	x104_D7	0
D3	D8	4.96E-07	1.71E-06	0.088728987	50	75	x050_D3	x075_D8	0.00000171
D3	D9	0.000534918	0.001483958	-0.061168294	50	89	x050_D3	x089_D9	0.001483958
D3	x1	1.96E-08	7.31E-08	0.099052019	50	59	x050_D3	x059_x1	7.31E-08
D3	x10	0	0	0.273220837	50	65	x050_D3	x065_x10	0
D3	x11	0.00827233	0.019632866	0.04666777	50	27	x050_D3	x027_x11	0.019632866
D3	x12	0	0	-0.290751487	50	66	x050_D3	x066_x12	0
D3	x13	0	0	-0.457102984	50	49	x050_D3	x049_x13	0
D3	x14	0	0	-0.267010093	50	73	x050_D3	x073_x14	0
D3	x15	0	0	-0.205754161	50	74	x050_D3	x074_x15	0
D3	x2	6.10E-12	2.66E-11	0.121153422	50	60	x050_D3	x060_x2	2.66E-11
D3	x3	0.633709056	0.751996395	0.008425462	50	61	x050_D3	x061_x3	NA
D3	x4	6.51E-08	2.37E-07	0.095336363	50	62	x050_D3	x062_x4	0.000000237
D3	x5	3.73E-07	1.30E-06	-0.089679547	50	57	x050_D3	x057_x5	0.0000013
D3	x6	6.61E-06	2.13E-05	-0.079548091	50	58	x050_D3	x058_x6	0.0000213
D3	x7	0	0	0.19678013	50	71	x050_D3	x071_x7	0
D3	x8	0	0	0.247316718	50	72	x050_D3	x072_x8	0
D3	x9	0	0	0.448676139	50	48	x050_D3	x048_x9	0
D3	y1	0	0	0.313914984	50	44	x050_D3	x044_y1	0
D3	y10	0	0	0.159952626	50	63	x050_D3	x063_y10	0
D3	y11	0	0	-0.628501117	50	52	x050_D3	x052_y11	0
D3	y12	0	0	0.167078987	50	64	x050_D3	x064_y12	0
D3	y13	3.27E-06	1.08E-05	0.082136743	50	87	x050_D3	x087_y13	0.0000108
D3	y14	0.36208467	0.514139649	0.016114159	50	55	x050_D3	x055_y14	NA
D3	y15	0.000346381	0.000978123	0.06320031	50	56	x050_D3	x056_y15	0.000978123
D3	y2	0	0	0.322277069	50	45	x050_D3	x045_y2	0
D3	y3	0	0	0.203363314	50	46	x050_D3	x046_y3	0
D3	y4	0	0	0.209093675	50	47	x050_D3	x047_y4	0
D3	y5	0	0	0.328365326	50	42	x050_D3	x042_y5	0
D3	y6	0	0	0.322190434	50	43	x050_D3	x043_y6	0
D3	y7	1.97E-05	6.13E-05	0.075371899	50	53	x050_D3	x053_y7	0.0000613
D3	y8	0.038749095	0.080884688	0.036533307	50	54	x050_D3	x054_y8	NA
D3	y9	8.30E-06	2.67E-05	0.07868965	50	86	x050_D3	x086_y9	0.0000267
D1	A1	0	0	0.321325123	51	68	x051_D1	x068_A1	0
D1	A10	0.790216945	0.868282732	-0.004703848	51	91	x051_D1	x091_A10	NA
D1	A11	0	0	-0.280316085	51	80	x051_D1	x080_A11	0
D1	A12	0	0	-0.288537532	51	98	x051_D1	x098_A12	0
D1	A13	0	0	-0.180066645	51	85	x051_D1	x085_A13	0
D1	A14	0.000339872	0.000960646	-0.063287698	51	95	x051_D1	x095_A14	0.000960646
D1	A15	0	0	-0.165889636	51	81	x051_D1	x081_A15	0
D1	A16	0	0	-0.1744605	51	94	x051_D1	x094_A16	0
D1	A17	0	0	-0.145844251	51	79	x051_D1	x079_A17	0
D1	A18	0	0	-0.174873576	51	99	x051_D1	x099_A18	0
D1	A19	0	0	-0.254801333	51	82	x051_D1	x082_A19	0
D1	A2	0	0	-0.402442008	51	100	x051_D1	x100_A2	0
D1	A20	0	0	-0.180108443	51	96	x051_D1	x096_A20	0
D1	A3	0	0	-0.48101154	51	69	x051_D1	x069_A3	0
D1	A4	0	0	0.256404847	51	92	x051_D1	x092_A4	0
D1	A5	1.55E-08	5.85E-08	0.099750087	51	101	x051_D1	x101_A5	5.85E-08
D1	A6	0.000855962	0.002328263	0.058900587	51	97	x051_D1	x097_A6	0.002328263
D1	A7	0	0	-0.271912485	51	84	x051_D1	x084_A7	0
D1	A8	8.64E-05	0.000257973	-0.069333449	51	93	x051_D1	x093_A8	0.000257973
D1	A9	1.18E-08	4.46E-08	-0.100584701	51	83	x051_D1	x083_A9	4.46E-08
D1	B1	0.77355881	0.857523126	0.005087431	51	26	x051_D1	x026_B1	NA
D1	B10	0.408453699	0.561237664	-0.014615322	51	2	x051_D1	x002_B10	NA
D1	B11	0.214658421	0.345563167	-0.02193797	51	6	x051_D1	x006_B11	NA
D1	B12	0.55045073	0.688158669	-0.010557249	51	14	x051_D1	x014_B12	NA
D1	B13	0.661730193	0.775273111	0.007736131	51	9	x051_D1	x009_B13	NA
D1	B14	0.207043738	0.335285578	-0.022307009	51	4	x051_D1	x004_B14	NA
D1	B15	0.484355281	0.629054281	-0.012364683	51	15	x051_D1	x015_B15	NA
D1	B16	0.006488207	0.015684193	-0.048102584	51	16	x051_D1	x016_B16	0.015684193
D1	B17	0.529011256	0.670066021	-0.011130641	51	7	x051_D1	x007_B17	NA
D1	B18	0.78187482	0.862912287	0.004895652	51	17	x051_D1	x017_B18	NA
D1	B19	0.090321472	0.169582595	0.029941052	51	10	x051_D1	x010_B19	NA
D1	B2	0.034617646	0.073203804	-0.037345156	51	25	x051_D1	x025_B2	NA
D1	B20	0.292622558	0.438348884	-0.01860648	51	8	x051_D1	x008_B20	NA
D1	B3	0.611446241	0.734151855	-0.008982359	51	23	x051_D1	x023_B3	NA
D1	B4	0.315349877	0.465207042	-0.017752197	51	1	x051_D1	x001_B4	NA
D1	B5	0.086239011	0.163092388	0.030327583	51	5	x051_D1	x005_B5	NA
D1	B6	0.761387863	0.849687311	0.005369199	51	13	x051_D1	x013_B6	NA
D1	B7	0.065226249	0.127955289	-0.032591376	51	11	x051_D1	x011_B7	NA
D1	B8	0.556626623	0.693386352	-0.010394141	51	3	x051_D1	x003_B8	NA
D1	B9	0.225265016	0.358593672	-0.021439325	51	12	x051_D1	x012_B9	NA
D1	C1	0.874721024	0.920637735	0.002787792	51	21	x051_D1	x021_C1	NA
D1	C10	0.164200433	0.276791377	-0.024593141	51	30	x051_D1	x030_C10	NA
D1	C11	0.089923044	0.169099326	0.029978149	51	35	x051_D1	x035_C11	NA
D1	C12	0.425249174	0.575478284	-0.014097852	51	29	x051_D1	x029_C12	NA
D1	C13	0.077618886	0.148666206	0.031195011	51	33	x051_D1	x033_C13	NA
D1	C14	0.402541536	0.555277613	-0.014800473	51	31	x051_D1	x031_C14	NA
D1	C15	0.28113711	0.425179611	0.019055171	51	40	x051_D1	x040_C15	NA
D1	C16	0.848400898	0.905817166	-0.003380031	51	37	x051_D1	x037_C16	NA
D1	C17	0.088557284	0.166897491	0.030106323	51	39	x051_D1	x039_C17	NA
D1	C18	0.765786696	0.852691538	0.005267209	51	36	x051_D1	x036_C18	NA
D1	C19	0.709571949	0.813051192	0.006585185	51	41	x051_D1	x041_C19	NA
D1	C2	0.398030663	0.551158012	-0.014942838	51	19	x051_D1	x019_C2	NA
D1	C20	0.121414558	0.21656658	0.02738158	51	38	x051_D1	x038_C20	NA
D1	C3	0.220356266	0.352677016	-0.021667957	51	22	x051_D1	x022_C3	NA
D1	C4	0.285794509	0.430808978	0.01887176	51	20	x051_D1	x020_C4	NA
D1	C5	0.036463485	0.076513332	-0.036972776	51	24	x051_D1	x024_C5	NA
D1	C6	0.408779398	0.561299242	-0.014605169	51	18	x051_D1	x018_C6	NA
D1	C7	0.134673107	0.235589517	0.026446048	51	34	x051_D1	x034_C7	NA
D1	C8	0.482755788	0.627519719	-0.012409983	51	28	x051_D1	x028_C8	NA
D1	C9	0.203885144	0.331473319	-0.022462975	51	32	x051_D1	x032_C9	NA
D1	D1	NA	NA	1	51	51	x051_D1	x051_D1	NA
D1	D10	2.46E-08	9.15E-08	0.098350823	51	77	x051_D1	x077_D10	9.15E-08
D1	D11	0.00697349	0.016776112	-0.047680303	51	88	x051_D1	x088_D11	0.016776112
D1	D12	0.555518745	0.692521288	-0.010423335	51	76	x051_D1	x076_D12	NA
D1	D13	0.260034445	0.400005695	0.019913225	51	90	x051_D1	x090_D13	NA
D1	D14	0.490014055	0.634204288	-0.012205062	51	78	x051_D1	x078_D14	NA
D1	D15	0	0	-0.208807915	51	105	x051_D1	x105_D15	0
D1	D16	1.94E-06	6.51E-06	-0.08400169	51	109	x051_D1	x109_D16	0.00000651
D1	D17	5.58E-13	2.56E-12	0.126975104	51	106	x051_D1	x106_D17	2.56E-12
D1	D18	0.011714427	0.027167502	0.044547223	51	108	x051_D1	x108_D18	0.027167502
D1	D19	0	0	-0.196569502	51	107	x051_D1	x107_D19	0
D1	D2	0	0	0.271330118	51	70	x051_D1	x070_D2	0
D1	D20	0	0	-0.159233287	51	110	x051_D1	x110_D20	0
D1	D3	0	0	-0.655889869	51	50	x051_D1	x050_D3	0
D1	D4	0.016881236	0.038134973	-0.042228036	51	102	x051_D1	x102_D4	0.038134973
D1	D5	0	0	0.436572105	51	103	x051_D1	x103_D5	0
D1	D6	0	0	0.373646975	51	67	x051_D1	x067_D6	0
D1	D7	0	0	-0.165397242	51	104	x051_D1	x104_D7	0
D1	D8	4.44E-16	2.30E-15	-0.142301708	51	75	x051_D1	x075_D8	2.3E-15
D1	D9	0.142852119	0.247177382	-0.02590397	51	89	x051_D1	x089_D9	NA
D1	x1	1.02E-10	4.23E-10	-0.113921329	51	59	x051_D1	x059_x1	4.23E-10
D1	x10	0	0	-0.161818355	51	65	x051_D1	x065_x10	0
D1	x11	0.127019322	0.224559374	-0.026976867	51	27	x051_D1	x027_x11	NA
D1	x12	0	0	0.193089545	51	66	x051_D1	x066_x12	0
D1	x13	0	0	0.761584938	51	49	x051_D1	x049_x13	0
D1	x14	0	0	0.430874228	51	73	x051_D1	x073_x14	0
D1	x15	0	0	0.303558499	51	74	x051_D1	x074_x15	0
D1	x2	0	0	-0.177875742	51	60	x051_D1	x060_x2	0
D1	x3	0.792133325	0.869006848	0.004659865	51	61	x051_D1	x061_x3	NA
D1	x4	0	0	-0.183264241	51	62	x051_D1	x062_x4	0
D1	x5	2.44E-10	1.00E-09	0.111586936	51	57	x051_D1	x057_x5	0.000000001
D1	x6	7.06E-05	0.00021238	0.070185103	51	58	x051_D1	x058_x6	0.00021238
D1	x7	0	0	-0.294558227	51	71	x051_D1	x071_x7	0
D1	x8	0	0	-0.419579357	51	72	x051_D1	x072_x8	0
D1	x9	0	0	-0.749029517	51	48	x051_D1	x048_x9	0
D1	y1	0	0	-0.487485856	51	44	x051_D1	x044_y1	0
D1	y10	3.86E-14	1.87E-13	-0.133185297	51	63	x051_D1	x063_y10	1.87E-13
D1	y11	0	0	0.900738597	51	52	x051_D1	x052_y11	0
D1	y12	0	0	-0.147555396	51	64	x051_D1	x064_y12	0
D1	y13	0	0	-0.304062068	51	87	x051_D1	x087_y13	0
D1	y14	0	0	0.149919629	51	55	x051_D1	x055_y14	0
D1	y15	0.042489959	0.087776465	0.035859369	51	56	x051_D1	x056_y15	NA
D1	y2	0	0	-0.49535054	51	45	x051_D1	x045_y2	0
D1	y3	0	0	-0.252053589	51	46	x051_D1	x046_y3	0
D1	y4	0	0	-0.259967029	51	47	x051_D1	x047_y4	0
D1	y5	0	0	-0.50500977	51	42	x051_D1	x042_y5	0
D1	y6	0	0	-0.499434829	51	43	x051_D1	x043_y6	0
D1	y7	0.019433191	0.043454673	0.041306801	51	53	x051_D1	x053_y7	0.043454673
D1	y8	0	0	0.145407692	51	54	x051_D1	x054_y8	0
D1	y9	0	0	-0.308539867	51	86	x051_D1	x086_y9	0
y11	A1	0	0	0.288424671	52	68	x052_y11	x068_A1	0
y11	A10	0.303016557	0.450989141	-0.018210512	52	91	x052_y11	x091_A10	NA
y11	A11	0	0	-0.173339561	52	80	x052_y11	x080_A11	0
y11	A12	0	0	-0.239144713	52	98	x052_y11	x098_A12	0
y11	A13	1.33E-15	6.83E-15	-0.140439436	52	85	x052_y11	x085_A13	6.83E-15
y11	A14	8.73E-10	3.48E-09	-0.108091481	52	95	x052_y11	x095_A14	3.48E-09
y11	A15	0	0	-0.150127381	52	81	x052_y11	x081_A15	0
y11	A16	0	0	-0.16618906	52	94	x052_y11	x094_A16	0
y11	A17	6.99E-06	2.26E-05	-0.079334162	52	79	x052_y11	x079_A17	0.0000226
y11	A18	0	0	-0.152605101	52	99	x052_y11	x099_A18	0
y11	A19	0	0	-0.219846725	52	82	x052_y11	x082_A19	0
y11	A2	0	0	-0.480603009	52	100	x052_y11	x100_A2	0
y11	A20	0	0	-0.173633292	52	96	x052_y11	x096_A20	0
y11	A3	0	0	-0.498189449	52	69	x052_y11	x069_A3	0
y11	A4	5.81E-12	2.54E-11	0.121277124	52	92	x052_y11	x092_A4	2.54E-11
y11	A5	0	0	0.176148459	52	101	x052_y11	x101_A5	0
y11	A6	0.001086636	0.002913408	0.057719711	52	97	x052_y11	x097_A6	0.002913408
y11	A7	0	0	-0.251636684	52	84	x052_y11	x084_A7	0
y11	A8	0	0	-0.149584427	52	93	x052_y11	x093_A8	0
y11	A9	3.01E-06	9.98E-06	-0.082431205	52	83	x052_y11	x083_A9	0.00000998
y11	B1	0.971963375	0.982451599	-0.000621444	52	26	x052_y11	x026_B1	NA
y11	B10	0.578565959	0.71046762	-0.009821668	52	2	x052_y11	x002_B10	NA
y11	B11	0.198458852	0.324008938	-0.022735074	52	6	x052_y11	x006_B11	NA
y11	B12	0.558840716	0.694928457	-0.010335881	52	14	x052_y11	x014_B12	NA
y11	B13	0.846145821	0.904375859	-0.003430941	52	9	x052_y11	x009_B13	NA
y11	B14	0.699146202	0.804985348	-0.006833469	52	4	x052_y11	x004_B14	NA
y11	B15	0.557992105	0.694017152	-0.010358198	52	15	x052_y11	x015_B15	NA
y11	B16	0.091504439	0.171427848	-0.02983168	52	16	x052_y11	x016_B16	NA
y11	B17	0.348706076	0.500237599	-0.016568527	52	7	x052_y11	x007_B17	NA
y11	B18	0.612093179	0.734781459	0.008966053	52	17	x052_y11	x017_B18	NA
y11	B19	0.489235436	0.633606921	0.012226966	52	10	x052_y11	x010_B19	NA
y11	B2	0.565006307	0.700271411	-0.010174232	52	25	x052_y11	x025_B2	NA
y11	B20	0.556022347	0.693004983	-0.010410061	52	8	x052_y11	x008_B20	NA
y11	B3	0.809670821	0.880460107	0.004258658	52	23	x052_y11	x023_B3	NA
y11	B4	0.803017261	0.876404239	0.004410603	52	1	x052_y11	x001_B4	NA
y11	B5	0.05033957	0.101645578	0.034594141	52	5	x052_y11	x005_B5	NA
y11	B6	0.790173966	0.868282732	0.004704834	52	13	x052_y11	x013_B6	NA
y11	B7	0.187429675	0.309372494	-0.023305373	52	11	x052_y11	x011_B7	NA
y11	B8	0.744768554	0.837975149	-0.00575618	52	3	x052_y11	x003_B8	NA
y11	B9	0.881668091	0.925674291	0.002632021	52	12	x052_y11	x012_B9	NA
y11	C1	0.433138638	0.582839794	0.013858908	52	21	x052_y11	x021_C1	NA
y11	C10	0.158331848	0.268703728	-0.02493993	52	30	x052_y11	x030_C10	NA
y11	C11	0.640452406	0.757898179	0.00825844	52	35	x052_y11	x035_C11	NA
y11	C12	0.636743734	0.754701203	-0.008350206	52	29	x052_y11	x029_C12	NA
y11	C13	0.239553944	0.376441912	0.020793376	52	33	x052_y11	x033_C13	NA
y11	C14	0.63915728	0.756664276	-0.00829046	52	31	x052_y11	x031_C14	NA
y11	C15	0.740386167	0.835268173	0.005858677	52	40	x052_y11	x040_C15	NA
y11	C16	0.614109048	0.736464042	-0.00891529	52	37	x052_y11	x037_C16	NA
y11	C17	0.107393947	0.195632548	0.02846227	52	39	x052_y11	x039_C17	NA
y11	C18	0.528921212	0.670066021	-0.011133074	52	36	x052_y11	x036_C18	NA
y11	C19	0.890853942	0.931241391	-0.002426361	52	41	x052_y11	x041_C19	NA
y11	C2	0.327786841	0.478471418	-0.0173018	52	19	x052_y11	x019_C2	NA
y11	C20	0.069594354	0.134891093	0.032076135	52	38	x052_y11	x038_C20	NA
y11	C3	0.592957971	0.72222329	-0.009451682	52	22	x052_y11	x022_C3	NA
y11	C4	0.760847552	0.849400573	-0.005381739	52	20	x052_y11	x020_C4	NA
y11	C5	0.023487462	0.051389538	-0.040040515	52	24	x052_y11	x024_C5	NA
y11	C6	0.275487599	0.418152041	-0.019280441	52	18	x052_y11	x018_C6	NA
y11	C7	0.163148693	0.275359352	0.024654595	52	34	x052_y11	x034_C7	NA
y11	C8	0.721950778	0.821894211	0.006292061	52	28	x052_y11	x028_C8	NA
y11	C9	0.103621934	0.190556286	-0.028771946	52	32	x052_y11	x032_C9	NA
y11	D1	0	0	0.900738597	52	51	x052_y11	x051_D1	0
y11	D10	0.000206759	0.000595352	0.065539792	52	77	x052_y11	x077_D10	0.000595352
y11	D11	9.77E-07	3.32E-06	-0.086411446	52	88	x052_y11	x088_D11	0.00000332
y11	D12	0.545923557	0.684545435	0.010677386	52	76	x052_y11	x076_D12	NA
y11	D13	1.96E-05	6.11E-05	0.075387478	52	90	x052_y11	x090_D13	0.0000611
y11	D14	0.969326115	0.980964881	-0.000679927	52	78	x052_y11	x078_D14	NA
y11	D15	0	0	-0.199999601	52	105	x052_y11	x105_D15	0
y11	D16	2.62E-09	1.03E-08	-0.104979545	52	109	x052_y11	x109_D16	1.03E-08
y11	D17	9.08E-12	3.95E-11	0.120158881	52	106	x052_y11	x106_D17	3.95E-11
y11	D18	0.024965	0.054364393	0.039626066	52	108	x052_y11	x108_D18	NA
y11	D19	0	0	-0.162112266	52	107	x052_y11	x107_D19	0
y11	D2	0	0	0.360884637	52	70	x052_y11	x070_D2	0
y11	D20	0	0	-0.155400857	52	110	x052_y11	x110_D20	0
y11	D3	0	0	-0.628501117	52	50	x052_y11	x050_D3	0
y11	D4	3.47E-13	1.61E-12	-0.128102392	52	102	x052_y11	x102_D4	1.61E-12
