Trait1	Trait2	pval	BH	rho	order1	order2	order_var1	order_var2	BH.NA
y4	D18	0.068486356	0.133303801	0.032204255	47	108	x047_y4	x108_D18	NA
y4	D19	1.56E-08	5.87E-08	0.099737026	47	107	x047_y4	x107_D19	5.87E-08
y4	D2	3.46E-08	1.28E-07	0.097307712	47	70	x047_y4	x070_D2	0.000000128
y4	D20	0.026369575	0.05713249	0.03925132	47	110	x047_y4	x110_D20	NA
y4	D3	0	0	0.209093675	47	50	x047_y4	x050_D3	0
y4	D4	0.142469521	0.246779769	-0.025928788	47	102	x047_y4	x102_D4	NA
y4	D5	0	0	-0.181347713	47	103	x047_y4	x103_D5	0
y4	D6	0.002689809	0.006837265	0.053028062	47	67	x047_y4	x067_D6	0.006837265
y4	D7	2.00E-05	6.23E-05	0.07531137	47	104	x047_y4	x104_D7	0.0000623
y4	D8	0	0	0.185041457	47	75	x047_y4	x075_D8	0
y4	D9	0.000265644	0.00075763	-0.064413056	47	89	x047_y4	x089_D9	0.00075763
y4	x1	0.168633805	0.282520222	-0.024337303	47	59	x047_y4	x059_x1	NA
y4	x10	3.04E-12	1.35E-11	-0.122876897	47	65	x047_y4	x065_x10	1.35E-11
y4	x11	6.49E-05	0.000195787	-0.070540167	47	27	x047_y4	x027_x11	0.000195787
y4	x12	3.36E-06	1.11E-05	0.082037367	47	66	x047_y4	x066_x12	0.0000111
y4	x13	0	0	-0.48092398	47	49	x047_y4	x049_x13	0
y4	x14	0.049885149	0.100795911	-0.03466269	47	73	x047_y4	x073_x14	NA
y4	x15	0.846606429	0.904545632	-0.00342054	47	74	x047_y4	x074_x15	NA
y4	x2	0.240705916	0.37775706	0.0207425	47	60	x047_y4	x060_x2	NA
y4	x3	0.468417271	0.614526198	0.01281979	47	61	x047_y4	x061_x3	NA
y4	x4	0.007918666	0.018883215	0.04692851	47	62	x047_y4	x062_x4	0.018883215
y4	x5	6.30E-08	2.29E-07	0.095443085	47	57	x047_y4	x057_x5	0.000000229
y4	x6	4.19E-13	1.93E-12	0.127658486	47	58	x047_y4	x058_x6	1.93E-12
y4	x7	0.433752851	0.583430187	-0.013840412	47	71	x047_y4	x071_x7	NA
y4	x8	0.461864039	0.608677713	0.013009391	47	72	x047_y4	x072_x8	NA
y4	x9	0	0	0.490680963	47	48	x047_y4	x048_x9	0
y4	y1	0	0	0.716648042	47	44	x047_y4	x044_y1	0
y4	y10	0	0	-0.521066546	47	63	x047_y4	x063_y10	0
y4	y11	0	0	-0.182492226	47	52	x047_y4	x052_y11	0
y4	y12	0	0	-0.499701798	47	64	x047_y4	x064_y12	0
y4	y13	0	0	-0.490654737	47	87	x047_y4	x087_y13	0
y4	y14	0.931310934	0.95668421	0.001524094	47	55	x047_y4	x055_y14	NA
y4	y15	1.28E-12	5.80E-12	0.124980293	47	56	x047_y4	x056_y15	5.8E-12
y4	y2	0	0	0.724099934	47	45	x047_y4	x045_y2	0
y4	y3	0	0	0.863963604	47	46	x047_y4	x046_y3	0
y4	y4	NA	NA	1	47	47	x047_y4	x047_y4	NA
y4	y5	0	0	0.735407412	47	42	x047_y4	x042_y5	0
y4	y6	0	0	0.723217487	47	43	x047_y4	x043_y6	0
y4	y7	0.00030511	0.000865657	0.063782647	47	53	x047_y4	x053_y7	0.000865657
y4	y8	0.242429375	0.379567538	-0.020666704	47	54	x047_y4	x054_y8	NA
y4	y9	0	0	-0.516440988	47	86	x047_y4	x086_y9	0
x9	A1	0	0	0.190567777	48	68	x048_x9	x068_A1	0
x9	A10	9.86E-14	4.69E-13	-0.131037116	48	91	x048_x9	x091_A10	4.69E-13
x9	A11	0	0	0.352353722	48	80	x048_x9	x080_A11	0
x9	A12	0	0	0.17804946	48	98	x048_x9	x098_A12	0
x9	A13	0.307918161	0.45681004	-0.018026914	48	85	x048_x9	x085_A13	NA
x9	A14	3.71E-09	1.44E-08	-0.103982203	48	95	x048_x9	x095_A14	1.44E-08
x9	A15	2.27E-13	1.07E-12	0.129092187	48	81	x048_x9	x081_A15	1.07E-12
x9	A16	0.001125177	0.003005987	0.057545453	48	94	x048_x9	x094_A16	0.003005987
x9	A17	3.66E-14	1.77E-13	0.133295059	48	79	x048_x9	x079_A17	1.77E-13
x9	A18	0.001420387	0.003749548	0.056368545	48	99	x048_x9	x099_A18	0.003749548
x9	A19	2.59E-10	1.06E-09	0.111424789	48	82	x048_x9	x082_A19	1.06E-09
x9	A2	0.002655868	0.006766251	0.05309625	48	100	x048_x9	x100_A2	0.006766251
x9	A20	4.28E-06	1.40E-05	0.081158668	48	96	x048_x9	x096_A20	0.000014
x9	A3	0.49676615	0.640404024	-0.012015893	48	69	x048_x9	x069_A3	NA
x9	A4	0	0	-0.488490522	48	92	x048_x9	x092_A4	0
x9	A5	1.27E-13	5.99E-13	0.130456626	48	101	x048_x9	x101_A5	5.99E-13
x9	A6	7.55E-11	3.15E-10	0.114717774	48	97	x048_x9	x097_A6	3.15E-10
x9	A7	0.384646539	0.537518881	0.015371074	48	84	x048_x9	x084_A7	NA
x9	A8	0	0	-0.253400445	48	93	x048_x9	x093_A8	0
x9	A9	1.78E-15	9.07E-15	-0.140152737	48	83	x048_x9	x083_A9	9.07E-15
x9	B1	0.602073747	0.728442404	0.009219468	48	26	x048_x9	x026_B1	NA
x9	B10	0.775298316	0.858340426	-0.005047267	48	2	x048_x9	x002_B10	NA
x9	B11	0.068847124	0.133919049	0.032162353	48	6	x048_x9	x006_B11	NA
x9	B12	0.710828802	0.814098088	-0.006555342	48	14	x048_x9	x014_B12	NA
x9	B13	0.749724024	0.841842203	-0.005640512	48	9	x048_x9	x009_B13	NA
x9	B14	0.403432501	0.5559007	0.014772467	48	4	x048_x9	x004_B14	NA
x9	B15	0.087743195	0.165623569	0.030183483	48	15	x048_x9	x015_B15	NA
x9	B16	0.049673116	0.100435188	0.034694854	48	16	x048_x9	x016_B16	NA
x9	B17	0.606841353	0.731700304	-0.009098651	48	7	x048_x9	x007_B17	NA
x9	B18	0.61573786	0.737416606	-0.008874328	48	17	x048_x9	x017_B18	NA
x9	B19	0.113259326	0.204699927	-0.027997408	48	10	x048_x9	x010_B19	NA
x9	B2	0.026688826	0.057699066	0.039168555	48	25	x048_x9	x025_B2	NA
x9	B20	0.023048378	0.050539512	0.040168036	48	8	x048_x9	x008_B20	NA
x9	B3	0.807486934	0.878722848	0.004308496	48	23	x048_x9	x023_B3	NA
x9	B4	0.013268091	0.030522719	0.043767873	48	1	x048_x9	x001_B4	0.030522719
x9	B5	0.340180628	0.491986396	0.016863864	48	5	x048_x9	x005_B5	NA
x9	B6	0.175750483	0.292592097	-0.023936965	48	13	x048_x9	x013_B6	NA
x9	B7	0.022693506	0.049999106	0.040272649	48	11	x048_x9	x011_B7	0.049999106
x9	B8	0.878655469	0.92384269	-0.002699546	48	3	x048_x9	x003_B8	NA
x9	B9	0.038711321	0.080862149	0.036540389	48	12	x048_x9	x012_B9	NA
x9	C1	0.441874673	0.591039416	0.013597242	48	21	x048_x9	x021_C1	NA
x9	C10	0.010183838	0.023792717	0.045410406	48	30	x048_x9	x030_C10	0.023792717
x9	C11	0.010914916	0.025421492	-0.044984702	48	35	x048_x9	x035_C11	0.025421492
x9	C12	0.20391553	0.331473319	0.022461466	48	29	x048_x9	x029_C12	NA
x9	C13	0.053917628	0.107925268	-0.034071762	48	33	x048_x9	x033_C13	NA
x9	C14	0.137119371	0.239170971	0.02628132	48	31	x048_x9	x031_C14	NA
x9	C15	0.390962228	0.543809409	-0.01516789	48	40	x048_x9	x040_C15	NA
x9	C16	0.774555864	0.857993793	-0.005064406	48	37	x048_x9	x037_C16	NA
x9	C17	0.036752653	0.077039215	-0.036915902	48	39	x048_x9	x039_C17	NA
x9	C18	0.60745997	0.731830228	-0.009083006	48	36	x048_x9	x036_C18	NA
x9	C19	0.894952751	0.934548292	-0.002334701	48	41	x048_x9	x041_C19	NA
x9	C2	0.12132102	0.216464142	0.027388457	48	19	x048_x9	x019_C2	NA
x9	C20	0.265079703	0.405777778	-0.019703852	48	38	x048_x9	x038_C20	NA
x9	C3	0.850332214	0.906623714	-0.003336453	48	22	x048_x9	x022_C3	NA
x9	C4	0.445393261	0.593757973	-0.013492689	48	20	x048_x9	x020_C4	NA
x9	C5	0.977481409	0.985205287	0.000499098	48	24	x048_x9	x024_C5	NA
x9	C6	0.192914632	0.316595461	0.023018762	48	18	x048_x9	x018_C6	NA
x9	C7	0.26503484	0.405777778	-0.019705702	48	34	x048_x9	x034_C7	NA
x9	C8	0.442477669	0.591186455	0.01357929	48	28	x048_x9	x028_C8	NA
x9	C9	0.624419369	0.744361527	0.008656794	48	32	x048_x9	x032_C9	NA
x9	D1	0	0	-0.749029517	48	51	x048_x9	x051_D1	0
x9	D10	0	0	-0.336658031	48	77	x048_x9	x077_D10	0
x9	D11	0.477576264	0.622812639	-0.012557239	48	88	x048_x9	x088_D11	NA
x9	D12	0	0	0.192577228	48	76	x048_x9	x076_D12	0
x9	D13	0.082704665	0.157351465	-0.030674336	48	90	x048_x9	x090_D13	NA
x9	D14	0.043835171	0.090028041	-0.035629272	48	78	x048_x9	x078_D14	NA
x9	D15	0	0	0.188866124	48	105	x048_x9	x105_D15	0
x9	D16	0.347241357	0.49933124	-0.016618937	48	109	x048_x9	x109_D16	NA
x9	D17	1.08E-13	5.15E-13	-0.130814165	48	106	x048_x9	x106_D17	5.15E-13
x9	D18	0.002616272	0.006671437	0.053176813	48	108	x048_x9	x108_D18	0.006671437
x9	D19	0	0	0.169906318	48	107	x048_x9	x107_D19	0
x9	D2	0	0	0.188310951	48	70	x048_x9	x070_D2	0
x9	D20	4.08E-06	1.33E-05	0.08133027	48	110	x048_x9	x110_D20	0.0000133
x9	D3	0	0	0.448676139	48	50	x048_x9	x050_D3	0
x9	D4	0	0	-0.286754221	48	102	x048_x9	x102_D4	0
x9	D5	0	0	-0.375867575	48	103	x048_x9	x103_D5	0
x9	D6	0.054723431	0.109282801	0.03395813	48	67	x048_x9	x067_D6	NA
x9	D7	0.002956151	0.007465091	0.052518699	48	104	x048_x9	x104_D7	0.007465091
x9	D8	0	0	0.247698575	48	75	x048_x9	x075_D8	0
x9	D9	0.942325243	0.963376506	0.001279237	48	89	x048_x9	x089_D9	NA
x9	x1	0.229270871	0.36366769	0.021255368	48	59	x048_x9	x059_x1	NA
x9	x10	0	0	-0.192004487	48	65	x048_x9	x065_x10	0
x9	x11	0.001351308	0.00357822	-0.056622177	48	27	x048_x9	x027_x11	0.00357822
x9	x12	0	0	0.165344715	48	66	x048_x9	x066_x12	0
x9	x13	0	0	-0.974160135	48	49	x048_x9	x049_x13	0
x9	x14	0	0	-0.350794166	48	73	x048_x9	x073_x14	0
x9	x15	0	0	-0.244614661	48	74	x048_x9	x074_x15	0
x9	x2	4.68E-08	1.72E-07	0.096370138	48	60	x048_x9	x060_x2	0.000000172
x9	x3	9.79E-06	3.12E-05	-0.078065492	48	61	x048_x9	x061_x3	0.0000312
x9	x4	8.88E-16	4.58E-15	0.141231582	48	62	x048_x9	x062_x4	4.58E-15
x9	x5	3.59E-09	1.40E-08	-0.104072489	48	57	x048_x9	x057_x5	0.000000014
x9	x6	0.001209201	0.003211857	-0.05718391	48	58	x048_x9	x058_x6	0.003211857
x9	x7	0	0	0.237734303	48	71	x048_x9	x071_x7	0
x9	x8	0	0	0.34850204	48	72	x048_x9	x072_x8	0
x9	x9	NA	NA	1	48	48	x048_x9	x048_x9	NA
x9	y1	0	0	0.704760194	48	44	x048_x9	x044_y1	0
x9	y10	0	0	-0.346067876	48	63	x048_x9	x063_y10	0
x9	y11	0	0	-0.598849952	48	52	x048_x9	x052_y11	0
x9	y12	0	0	-0.335413754	48	64	x048_x9	x064_y12	0
x9	y13	0.039522272	0.082298028	0.036389627	48	87	x048_x9	x087_y13	NA
x9	y14	9.94E-11	4.13E-10	-0.113989435	48	55	x048_x9	x055_y14	4.13E-10
x9	y15	0.06469864	0.127003387	0.032655519	48	56	x048_x9	x056_y15	NA
x9	y2	0	0	0.712218046	48	45	x048_x9	x045_y2	0
x9	y3	0	0	0.499112397	48	46	x048_x9	x046_y3	0
x9	y4	0	0	0.490680963	48	47	x048_x9	x047_y4	0
x9	y5	0	0	0.718601286	48	42	x048_x9	x042_y5	0
x9	y6	0	0	0.711965024	48	43	x048_x9	x043_y6	0
x9	y7	0.101754281	0.187570979	0.028928602	48	53	x048_x9	x053_y7	NA
x9	y8	6.49E-07	2.23E-06	-0.087814264	48	54	x048_x9	x054_y8	0.00000223
x9	y9	0.009582948	0.022467647	0.045781177	48	86	x048_x9	x086_y9	0.022467647
x13	A1	0	0	-0.182912454	49	68	x049_x13	x068_A1	0
x13	A10	6.25E-13	2.86E-12	0.126707166	49	91	x049_x13	x091_A10	2.86E-12
x13	A11	0	0	-0.348164827	49	80	x049_x13	x080_A11	0
x13	A12	0	0	-0.180826768	49	98	x049_x13	x098_A12	0
x13	A13	0.456804235	0.604267738	0.013156812	49	85	x049_x13	x085_A13	NA
x13	A14	4.80E-09	1.86E-08	0.103235014	49	95	x049_x13	x095_A14	1.86E-08
x13	A15	7.96E-13	3.62E-12	-0.126127556	49	81	x049_x13	x081_A15	3.62E-12
x13	A16	0.000353955	0.000998568	-0.063100554	49	94	x049_x13	x094_A16	0.000998568
x13	A17	8.44E-15	4.20E-14	-0.136591315	49	79	x049_x13	x079_A17	4.2E-14
x13	A18	0.000633082	0.001744979	-0.060364194	49	99	x049_x13	x099_A18	0.001744979
x13	A19	3.84E-10	1.56E-09	-0.11035537	49	82	x049_x13	x082_A19	1.56E-09
x13	A2	3.81E-05	0.000116411	-0.072730012	49	100	x049_x13	x100_A2	0.000116411
x13	A20	1.41E-05	4.45E-05	-0.076655954	49	96	x049_x13	x096_A20	0.0000445
x13	A3	0.794294763	0.870006785	0.004610292	49	69	x049_x13	x069_A3	NA
x13	A4	0	0	0.486533314	49	92	x049_x13	x092_A4	0
x13	A5	1.34E-11	5.79E-11	-0.119174667	49	101	x049_x13	x101_A5	5.79E-11
x13	A6	2.03E-10	8.37E-10	-0.11207895	49	97	x049_x13	x097_A6	8.37E-10
x13	A7	0.435736169	0.585441133	-0.01378079	49	84	x049_x13	x084_A7	NA
x13	A8	0	0	0.242230266	49	93	x049_x13	x093_A8	0
x13	A9	4.88E-15	2.46E-14	0.137772679	49	83	x049_x13	x083_A9	2.46E-14
x13	B1	0.712482869	0.814673813	-0.006516096	49	26	x049_x13	x026_B1	NA
x13	B10	0.319604349	0.469269673	-0.017596839	49	2	x049_x13	x002_B10	NA
x13	B11	0.699221966	0.804985348	-0.006831659	49	6	x049_x13	x006_B11	NA
x13	B12	0.728292638	0.825508483	-0.006142562	49	14	x049_x13	x014_B12	NA
x13	B13	0.552742683	0.690065053	0.010496614	49	9	x049_x13	x009_B13	NA
x13	B14	0.209944981	0.3391593	-0.022165263	49	4	x049_x13	x004_B14	NA
x13	B15	0.220558721	0.352788028	-0.021658456	49	15	x049_x13	x015_B15	NA
x13	B16	0.014629204	0.03343579	-0.043148816	49	16	x049_x13	x016_B16	0.03343579
x13	B17	0.417782211	0.569503088	0.014326395	49	7	x049_x13	x007_B17	NA
x13	B18	0.565528236	0.700773414	0.010160587	49	17	x049_x13	x017_B18	NA
x13	B19	0.177295217	0.294999952	0.023851672	49	10	x049_x13	x010_B19	NA
x13	B2	0.071006522	0.137450467	-0.031915247	49	25	x049_x13	x025_B2	NA
x13	B20	0.069489607	0.134755556	-0.032088175	49	8	x049_x13	x008_B20	NA
x13	B3	0.044881886	0.091833413	-0.035454322	49	23	x049_x13	x023_B3	NA
x13	B4	0.003623832	0.009055804	-0.051405493	49	1	x049_x13	x001_B4	0.009055804
x13	B5	0.036417185	0.076442936	0.036981918	49	5	x049_x13	x005_B5	NA
x13	B6	0.691426788	0.799441387	0.007018171	49	13	x049_x13	x013_B6	NA
x13	B7	0.355164209	0.507074605	-0.016347846	49	11	x049_x13	x011_B7	NA
x13	B8	0.227578329	0.361508236	-0.021332812	49	3	x049_x13	x003_B8	NA
x13	B9	0.335111239	0.486556522	-0.017041728	49	12	x049_x13	x012_B9	NA
x13	C1	0.81250652	0.881959055	0.004193997	49	21	x049_x13	x021_C1	NA
x13	C10	0.384770356	0.537525423	-0.015367071	49	30	x049_x13	x030_C10	NA
x13	C11	0.045818345	0.093524337	0.035300691	49	35	x049_x13	x035_C11	NA
x13	C12	0.445799638	0.593777845	-0.013480645	49	29	x049_x13	x029_C12	NA
x13	C13	0.370024306	0.522320629	0.015849475	49	33	x049_x13	x033_C13	NA
x13	C14	0.938781476	0.961228856	0.001357989	49	31	x049_x13	x031_C14	NA
x13	C15	0.922655521	0.950561927	0.001716713	49	40	x049_x13	x040_C15	NA
x13	C16	0.316937735	0.466840718	0.017694054	49	37	x049_x13	x037_C16	NA
x13	C17	0.106542595	0.194717476	0.028531402	49	39	x049_x13	x039_C17	NA
x13	C18	0.482327736	0.627279338	0.01242212	49	36	x049_x13	x036_C18	NA
x13	C19	0.899311894	0.936864647	0.002237289	49	41	x049_x13	x041_C19	NA
x13	C2	0.044538521	0.091378657	-0.03551133	49	19	x049_x13	x019_C2	NA
x13	C20	0.126029798	0.223270874	0.027047293	49	38	x049_x13	x038_C20	NA
x13	C3	0.151694937	0.259461098	-0.025344051	49	22	x049_x13	x022_C3	NA
x13	C4	0.028707047	0.061684139	0.038664263	49	20	x049_x13	x020_C4	NA
x13	C5	0.561885646	0.697846374	-0.010255942	49	24	x049_x13	x024_C5	NA
x13	C6	0.190045068	0.312828166	-0.023167949	49	18	x049_x13	x018_C6	NA
x13	C7	0.421758902	0.572206469	0.014204384	49	34	x049_x13	x034_C7	NA
x13	C8	0.815320019	0.883899903	0.004129896	49	28	x049_x13	x028_C8	NA
x13	C9	0.015425965	0.035122924	-0.042809628	49	32	x049_x13	x032_C9	0.035122924
x13	D1	0	0	0.761584938	49	51	x049_x13	x051_D1	0
x13	D10	0	0	0.336989254	49	77	x049_x13	x077_D10	0
x13	D11	0.572197046	0.706118009	0.009986771	49	88	x049_x13	x088_D11	NA
x13	D12	0	0	-0.187202632	49	76	x049_x13	x076_D12	0
x13	D13	0.052197565	0.104937761	0.034319144	49	90	x049_x13	x090_D13	NA
x13	D14	0.067811024	0.132246939	0.032283183	49	78	x049_x13	x078_D14	NA
x13	D15	0	0	-0.189973965	49	105	x049_x13	x105_D15	0
x13	D16	0.346329139	0.498258505	0.016650401	49	109	x049_x13	x109_D16	NA
x13	D17	2.47E-13	1.16E-12	0.128897592	49	106	x049_x13	x106_D17	1.16E-12
x13	D18	0.002258767	0.005806735	-0.053959403	49	108	x049_x13	x108_D18	0.005806735
x13	D19	0	0	-0.172370523	49	107	x049_x13	x107_D19	0
x13	D2	0	0	-0.180333033	49	70	x049_x13	x070_D2	0
x13	D20	4.41E-06	1.44E-05	-0.081043042	49	110	x049_x13	x110_D20	0.0000144
x13	D3	0	0	-0.457102984	49	50	x049_x13	x050_D3	0
x13	D4	0	0	0.277733564	49	102	x049_x13	x102_D4	0
x13	D5	0	0	0.381167024	49	103	x049_x13	x103_D5	0
x13	D6	0.241289668	0.378277082	-0.020716785	49	67	x049_x13	x067_D6	NA
x13	D7	0.012820195	0.029537689	-0.043983884	49	104	x049_x13	x104_D7	0.029537689
x13	D8	0	0	-0.245679736	49	75	x049_x13	x075_D8	0
x13	D9	0.851519483	0.907046784	-0.003309673	49	89	x049_x13	x089_D9	NA
x13	x1	1.20E-07	4.29E-07	-0.093391575	49	59	x049_x13	x059_x1	0.000000429
x13	x10	0	0	0.198722959	49	65	x049_x13	x065_x10	0
x13	x11	0.391207145	0.544023854	0.015160051	49	27	x049_x13	x027_x11	NA
x13	x12	0	0	-0.16395013	49	66	x049_x13	x066_x12	0
x13	x13	NA	NA	1	49	49	x049_x13	x049_x13	NA
x13	x14	0	0	0.345201552	49	73	x049_x13	x073_x14	0
x13	x15	0	0	0.23778744	49	74	x049_x13	x074_x15	0
x13	x2	0	0	-0.16411756	49	60	x049_x13	x060_x2	0
x13	x3	0.419836273	0.571515098	0.014263288	49	61	x049_x13	x061_x3	NA
x13	x4	0	0	-0.207878128	49	62	x049_x13	x062_x4	0
x13	x5	0.008473248	0.02006998	0.046524052	49	57	x049_x13	x057_x5	0.02006998
x13	x6	0.817659165	0.885292883	-0.004076645	49	58	x049_x13	x058_x6	NA
x13	x7	0	0	-0.224734604	49	71	x049_x13	x071_x7	0
x13	x8	0	0	-0.332088977	49	72	x049_x13	x072_x8	0
x13	x9	0	0	-0.974160135	49	48	x049_x13	x048_x9	0
x13	y1	0	0	-0.695346951	49	44	x049_x13	x044_y1	0
x13	y10	0	0	0.340037942	49	63	x049_x13	x063_y10	0
x13	y11	0	0	0.618789017	49	52	x049_x13	x052_y11	0
x13	y12	0	0	0.304426134	49	64	x049_x13	x064_y12	0
x13	y13	3.63E-06	1.20E-05	-0.081752449	49	87	x049_x13	x087_y13	0.000012
x13	y14	1.37E-12	6.16E-12	0.124829911	49	55	x049_x13	x055_y14	6.16E-12
x13	y15	0.147420983	0.253670722	-0.025611468	49	56	x049_x13	x056_y15	NA
x13	y2	0	0	-0.702415466	49	45	x049_x13	x045_y2	0
x13	y3	0	0	-0.472365677	49	46	x049_x13	x046_y3	0
x13	y4	0	0	-0.48092398	49	47	x049_x13	x047_y4	0
x13	y5	0	0	-0.706454217	49	42	x049_x13	x042_y5	0
x13	y6	0	0	-0.700519979	49	43	x049_x13	x043_y6	0
x13	y7	0.147538449	0.253767834	-0.025604039	49	53	x049_x13	x053_y7	NA
x13	y8	1.17E-07	4.18E-07	0.09347795	49	54	x049_x13	x054_y8	0.000000418
x13	y9	0.001172019	0.003124169	-0.057340939	49	86	x049_x13	x086_y9	0.003124169
B5	A1	0.620900662	0.741539165	0.008744803	5	68	x005_B5	x068_A1	NA
B5	A10	0.113438818	0.204900787	-0.027983485	5	91	x005_B5	x091_A10	NA
B5	A11	0.256701288	0.395915673	-0.020053092	5	80	x005_B5	x080_A11	NA
B5	A12	0.549578122	0.687689593	-0.010580367	5	98	x005_B5	x098_A12	NA
B5	A13	0.581249794	0.712595607	0.009752351	5	85	x005_B5	x085_A13	NA
B5	A14	0.967667266	0.9804234	-0.000716718	5	95	x005_B5	x095_A14	NA
B5	A15	0.660607692	0.774412028	0.007763513	5	81	x005_B5	x081_A15	NA
B5	A16	0.369139911	0.521317731	-0.015878782	5	94	x005_B5	x094_A16	NA
B5	A17	0.041424505	0.085871338	-0.036046024	5	79	x005_B5	x079_A17	NA
B5	A18	0.029910028	0.063993797	-0.038378023	5	99	x005_B5	x099_A18	NA
B5	A19	0.256247295	0.395369467	-0.02007224	5	82	x005_B5	x082_A19	NA
B5	A2	0.31871791	0.46856483	-0.017629096	5	100	x005_B5	x100_A2	NA
B5	A20	0.181981734	0.301625793	0.023596244	5	96	x005_B5	x096_A20	NA
B5	A3	0.003922745	0.0097459	-0.050966658	5	69	x005_B5	x069_A3	0.0097459
B5	A4	0.161106601	0.272603464	-0.024774775	5	92	x005_B5	x092_A4	NA
B5	A5	0.923496595	0.950811524	-0.001697987	5	101	x005_B5	x101_A5	NA
B5	A6	0.04246297	0.08775095	0.035864048	5	97	x005_B5	x097_A6	NA
B5	A7	0.616095925	0.737518984	0.008865329	5	84	x005_B5	x084_A7	NA
B5	A8	0.104781697	0.191982357	-0.028675793	5	93	x005_B5	x093_A8	NA
B5	A9	0.553068618	0.690328205	-0.010488001	5	83	x005_B5	x083_A9	NA
B5	B1	0.000752031	0.002056763	0.059532601	5	26	x005_B5	x026_B1	0.002056763
B5	B10	0	0	-0.218777999	5	2	x005_B5	x002_B10	0
B5	B11	0	0	0.414824605	5	6	x005_B5	x006_B11	0
B5	B12	2.92E-13	1.36E-12	-0.12850374	5	14	x005_B5	x014_B12	1.36E-12
B5	B13	0	0	0.205155924	5	9	x005_B5	x009_B13	0
B5	B14	0	0	-0.258584291	5	4	x005_B5	x004_B14	0
B5	B15	0	0	0.205951169	5	15	x005_B5	x015_B15	0
B5	B16	0	0	-0.147760585	5	16	x005_B5	x016_B16	0
B5	B17	0	0	0.230990425	5	7	x005_B5	x007_B17	0
B5	B18	1.22E-05	3.85E-05	-0.077238806	5	17	x005_B5	x017_B18	0.0000385
B5	B19	0	0	0.152859479	5	10	x005_B5	x010_B19	0
B5	B2	0	0	-0.150741234	5	25	x005_B5	x025_B2	0
B5	B20	2.13E-12	9.58E-12	-0.123743929	5	8	x005_B5	x008_B20	9.58E-12
B5	B3	8.43E-10	3.37E-09	-0.108187191	5	23	x005_B5	x023_B3	3.37E-09
B5	B4	0	0	-0.149244785	5	1	x005_B5	x001_B4	0
B5	B5	NA	NA	1	5	5	x005_B5	x005_B5	NA
B5	B6	0.630760162	0.749090169	0.008498738	5	13	x005_B5	x013_B6	NA
B5	B7	0	0	0.221595436	5	11	x005_B5	x011_B7	0
B5	B8	0	0	-0.388969123	5	3	x005_B5	x003_B8	0
B5	B9	0	0	0.301062435	5	12	x005_B5	x012_B9	0
B5	C1	0	0	0.152237251	5	21	x005_B5	x021_C1	0
B5	C10	1.42E-13	6.72E-13	0.130185634	5	30	x005_B5	x030_C10	6.72E-13
B5	C11	0.242774952	0.379910164	0.020651551	5	35	x005_B5	x035_C11	NA
B5	C12	5.82E-06	1.89E-05	-0.080021173	5	29	x005_B5	x029_C12	0.0000189
B5	C13	3.38E-08	1.25E-07	-0.097376503	5	33	x005_B5	x033_C13	0.000000125
B5	C14	0.000202833	0.000584888	0.065625288	5	31	x005_B5	x031_C14	0.000584888
B5	C15	2.21E-05	6.88E-05	-0.074906074	5	40	x005_B5	x040_C15	0.0000688
B5	C16	0.068020267	0.132568759	0.03225866	5	37	x005_B5	x037_C16	NA
B5	C17	0.003385859	0.008497003	0.051779058	5	39	x005_B5	x039_C17	0.008497003
B5	C18	0.363018629	0.514566498	0.016082836	5	36	x005_B5	x036_C18	NA
B5	C19	0.0034894	0.008741728	-0.051613677	5	41	x005_B5	x041_C19	0.008741728
B5	C2	0	0	-0.320126653	5	19	x005_B5	x019_C2	0
B5	C20	0.932015535	0.957085332	-0.001508421	5	38	x005_B5	x038_C20	NA
B5	C3	0.377433024	0.529784823	0.015605654	5	22	x005_B5	x022_C3	NA
B5	C4	0	0	0.289900184	5	20	x005_B5	x020_C4	0
B5	C5	0.22476891	0.357906209	-0.021462269	5	24	x005_B5	x024_C5	NA
B5	C6	0	0	-0.219548732	5	18	x005_B5	x018_C6	0
B5	C7	0.000185115	0.000536896	-0.066031471	5	34	x005_B5	x034_C7	0.000536896
B5	C8	0.964559507	0.97843219	-0.00078565	5	28	x005_B5	x028_C8	NA
B5	C9	2.35E-12	1.05E-11	-0.123504572	5	32	x005_B5	x032_C9	1.05E-11
B5	D1	0.086239011	0.163092388	0.030327583	5	51	x005_B5	x051_D1	NA
B5	D10	0.814980422	0.883899903	-0.004137631	5	77	x005_B5	x077_D10	NA
B5	D11	0.141576235	0.245671903	-0.025986932	5	88	x005_B5	x088_D11	NA
B5	D12	0.440214187	0.589607697	-0.013646747	5	76	x005_B5	x076_D12	NA
B5	D13	0.509421801	0.652484953	0.011664973	5	90	x005_B5	x090_D13	NA
B5	D14	0.018227488	0.041018689	-0.041727949	5	78	x005_B5	x078_D14	0.041018689
B5	D15	0.370160054	0.522389248	0.01584498	5	105	x005_B5	x105_D15	NA
B5	D16	0.280395694	0.424526381	0.019084558	5	109	x005_B5	x109_D16	NA
B5	D17	0.107252276	0.195493279	0.028473744	5	106	x005_B5	x106_D17	NA
B5	D18	0.34552781	0.497742032	-0.016678084	5	108	x005_B5	x108_D18	NA
B5	D19	0.59804598	0.726501651	-0.009321872	5	107	x005_B5	x107_D19	NA
