plant	species	class	ontogeny	total	heteroblasty	V1	V2
Phat7	hatschbachii	C	10	15	6	-22.1327984	9.257822797
Phat7	hatschbachii	C	11	15	5	-34.34192216	6.772718192
Phat7	hatschbachii	C	12	15	4	-24.34573946	-3.880918561
Phat7	hatschbachii	C	13	15	3	-20.51632372	13.00851073
Phat7	hatschbachii	C	14	15	2	-13.14934805	9.592855772
Phat7	hatschbachii	C	15	15	1	-9.066651395	14.73222563
Phat7	hatschbachii	C	2	15	14	-30.03086082	18.4041992
Phat7	hatschbachii	C	3	15	13	-26.15395471	17.50391656
Phat7	hatschbachii	C	4	15	12	-33.90013227	7.898389234
Phat7	hatschbachii	C	5	15	11	-34.36357741	7.034861467
Phat7	hatschbachii	C	6	15	10	-32.37467926	8.439627699
Phat7	hatschbachii	C	7	15	9	-31.85693387	14.79473349
Phat7	hatschbachii	C	8	15	8	-34.56231684	16.30573448
Phat7	hatschbachii	C	9	15	7	-33.99428255	7.699013891
Pker1	kermesina	C	1	24	24	-25.620817	12.90718343
Pker1	kermesina	C	10	24	15	-33.39825265	18.37117161
Pker1	kermesina	C	11	24	14	-21.92122614	9.211525178
Pker1	kermesina	C	12	24	13	-24.98863279	3.10155438
Pker1	kermesina	C	13	24	12	-20.88324233	9.528735889
Pker1	kermesina	C	14	24	11	-25.1499944	2.453871408
Pker1	kermesina	C	15	24	10	-27.78810667	1.638144315
Pker1	kermesina	C	16	24	9	-21.73218647	5.903582615
Pker1	kermesina	C	17	24	8	-24.16315363	2.849032942
Pker1	kermesina	C	18	24	7	-24.26390092	-1.471397696
Pker1	kermesina	C	19	24	6	-28.34543777	0.542959429
Pker1	kermesina	C	2	24	23	-27.93109257	16.37351546
Pker1	kermesina	C	20	24	5	-29.37151958	-0.600343341
Pker1	kermesina	C	21	24	4	-18.1107087	3.139562474
Pker1	kermesina	C	24	24	1	8.363622225	10.2350383
Pker1	kermesina	C	3	24	22	-21.41005355	13.85464369
Pker1	kermesina	C	4	24	21	-15.95703602	-13.95857764
Pker1	kermesina	C	5	24	20	-20.12719865	-5.140888052
Pker1	kermesina	C	6	24	19	-22.71481827	-5.534586411
Pker1	kermesina	C	8	24	17	-25.09653786	3.497912128
Pker1	kermesina	C	9	24	16	-24.53987374	14.88925854
Pker2	kermesina	C	1	18	18	-24.18817795	6.276273985
Pker2	kermesina	C	10	18	9	-29.03455914	0.901246486
Pker2	kermesina	C	11	18	8	-30.04683831	2.148042728
Pker2	kermesina	C	12	18	7	-35.33048468	14.49359691
Pker2	kermesina	C	13	18	6	-12.81624388	2.477247292
Pker2	kermesina	C	14	18	5	-23.58031782	-3.413656883
Pker2	kermesina	C	17	18	2	-19.80749786	-3.777681335
Pker2	kermesina	C	18	18	1	-12.2397481	-12.09333258
Pker2	kermesina	C	2	18	17	-25.54228469	7.245856054
Pker2	kermesina	C	3	18	16	-24.29898797	3.733759799
Pker2	kermesina	C	4	18	15	-22.97704089	4.748215672
Pker2	kermesina	C	5	18	14	-25.85433808	-0.147555501
Pker2	kermesina	C	6	18	13	-30.74976562	2.800892994
Pker2	kermesina	C	7	18	12	-21.66978771	8.587673445
Pker2	kermesina	C	8	18	11	-30.80121116	2.679713698
Pker2	kermesina	C	9	18	10	-23.51272558	2.915738009
Pker3	kermesina	C	1	20	20	-25.55955094	4.244984726
Pker3	kermesina	C	10	20	11	-21.83388623	5.787222473
Pker3	kermesina	C	11	20	10	-29.025838	0.838825884
Pker3	kermesina	C	12	20	9	-6.74345752	13.9911524
Pker3	kermesina	C	13	20	8	-23.15670454	6.834673854
Pker3	kermesina	C	14	20	7	-23.25150219	6.757524051
Pker3	kermesina	C	15	20	6	-9.515615852	21.87618638
Pker3	kermesina	C	16	20	5	-24.37885987	-1.631130409
Pker3	kermesina	C	17	20	4	-18.94218965	-5.861805052
Pker3	kermesina	C	19	20	2	-1.299835566	-7.170701668
Pker3	kermesina	C	2	20	19	-20.9067698	10.20346445
Pker3	kermesina	C	3	20	18	-16.1466597	3.328423006
Pker3	kermesina	C	4	20	17	-27.42244256	6.754670054
Pker3	kermesina	C	5	20	16	-30.76596643	2.916287031
Pker3	kermesina	C	6	20	15	-25.34292672	2.198572446
Pker3	kermesina	C	7	20	14	-20.93887401	9.850533523
Pker3	kermesina	C	8	20	13	-25.826777	4.26995614
Pker3	kermesina	C	9	20	12	-20.04450083	1.575994483
Plig1	ligularis	F	1	10	10	32.8141617	8.789652164
Plig1	ligularis	F	10	10	1	12.3114256	8.315804218
Plig1	ligularis	F	2	10	9	33.0036961	10.0881732
Plig1	ligularis	F	3	10	8	34.50497611	15.15450278
Plig1	ligularis	F	4	10	7	33.44712166	14.8815953
Plig1	ligularis	F	5	10	6	33.20285076	14.82692146
Plig1	ligularis	F	6	10	5	33.35541493	15.19514807
Plig1	ligularis	F	7	10	4	31.83344058	13.55434575
Plig1	ligularis	F	8	10	3	33.91759346	15.16861557
Plig1	ligularis	F	9	10	2	32.67865095	17.38764449
Plig2	ligularis	F	1	10	10	31.66848169	11.1467901
Plig2	ligularis	F	10	10	1	-0.667785704	13.56273152
Plig2	ligularis	F	2	10	9	34.51013262	15.59730513
Plig2	ligularis	F	3	10	8	33.52568041	14.79434587
Plig2	ligularis	F	4	10	7	34.97117988	15.80367159
Plig2	ligularis	F	5	10	6	34.58243413	15.43767971
Plig2	ligularis	F	6	10	5	34.70960754	15.6675027
Plig2	ligularis	F	7	10	4	33.6514365	13.00732397
Plig2	ligularis	F	8	10	3	32.84145004	16.77375843
Plig3	ligularis	F	10	11	2	-7.395815456	24.34080368
Plig3	ligularis	F	2	11	10	33.70687652	10.45750344
Plig3	ligularis	F	3	11	9	34.5922792	14.70764726
Plig3	ligularis	F	4	11	8	33.91539719	13.66221048
Plig3	ligularis	F	5	11	7	33.87920947	17.80217422
Plig3	ligularis	F	6	11	6	33.57292496	15.11903701
Plig3	ligularis	F	7	11	5	34.29759589	14.58293128
Plig3	ligularis	F	8	11	4	36.82169349	15.92030279
Plig3	ligularis	F	9	11	3	32.77465996	14.72837557
Plig4	ligularis	F	1	14	14	33.53937646	10.63032345
Plig4	ligularis	F	10	14	5	35.83222326	14.08052939
Plig4	ligularis	F	11	14	4	35.59888659	17.10392634
Plig4	ligularis	F	2	14	13	35.77114076	14.945856
Plig4	ligularis	F	3	14	12	34.99737616	13.68730912
Plig4	ligularis	F	4	14	11	38.36906052	13.34728848
Plig4	ligularis	F	5	14	10	35.78882746	15.73912534
Plig4	ligularis	F	6	14	9	34.58407555	15.11658828
Plig4	ligularis	F	7	14	8	36.15478855	14.8996074
Plig4	ligularis	F	8	14	7	35.57457275	16.39494673
Plig4	ligularis	F	9	14	6	35.29924903	16.18417875
Plig5	ligularis	F	1	13	13	33.57761105	10.64005041
Plig5	ligularis	F	10	13	4	32.98612005	15.3130455
Plig5	ligularis	F	11	13	3	31.58903246	17.49390249
Plig5	ligularis	F	2	13	12	33.2831469	8.008855229
Plig5	ligularis	F	3	13	11	38.3489054	13.88815096
Plig5	ligularis	F	4	13	10	38.52379284	14.22496062
Plig5	ligularis	F	5	13	9	36.40275354	12.96247795
Plig5	ligularis	F	6	13	8	35.07817165	14.19810545
Plig5	ligularis	F	7	13	7	35.85359845	15.55260512
Plig5	ligularis	F	8	13	6	36.16284155	15.45249117
Plig5	ligularis	F	9	13	5	34.3591865	14.16909279
Plig6	ligularis	F	1	10	10	33.87502217	11.15260139
Plig6	ligularis	F	10	10	1	33.98762875	8.242893538
Plig6	ligularis	F	2	10	9	36.83009003	15.74849082
Plig6	ligularis	F	3	10	8	33.56288994	17.03610792
Plig6	ligularis	F	4	10	7	13.23280976	8.076331147
Plig6	ligularis	F	5	10	6	38.02284974	14.64529717
Plig6	ligularis	F	6	10	5	23.36373741	-1.609346444
Plig6	ligularis	F	7	10	4	15.10524362	0.83179354
Plig6	ligularis	F	9	10	2	31.98230582	11.64405527
Plig7	ligularis	F	1	13	13	32.69735987	9.726879387
Plig7	ligularis	F	10	13	4	36.20346297	13.44731919
Plig7	ligularis	F	11	13	3	34.01421683	13.63859452
Plig7	ligularis	F	2	13	12	33.68317328	10.13185242
Plig7	ligularis	F	3	13	11	37.90449145	15.14422366
Plig7	ligularis	F	4	13	10	35.46989738	15.0915909
Plig7	ligularis	F	5	13	9	38.39845702	14.3570646
Plig7	ligularis	F	6	13	8	36.3485609	14.93308072
Plig7	ligularis	F	7	13	7	35.45559273	13.47355138
Plig7	ligularis	F	8	13	6	34.26984568	17.73614293
Plig7	ligularis	F	9	13	5	34.90418527	13.74061471
Pmaf1	maliformis	G	1	10	10	27.70543257	9.248839192
Pmaf1	maliformis	G	10	10	1	10.90256131	12.04739757
Pmaf1	maliformis	G	2	10	9	30.89787018	14.79857963
Pmaf1	maliformis	G	3	10	8	23.46747744	9.403434129
Pmaf1	maliformis	G	4	10	7	21.68544328	4.076334265
Pmaf1	maliformis	G	5	10	6	14.64195734	7.198230276
Pmaf1	maliformis	G	6	10	5	18.81696355	2.466210066
Pmaf1	maliformis	G	7	10	4	26.77304415	10.98917134
Pmaf1	maliformis	G	8	10	3	33.4954648	13.57760362
Pmaf1	maliformis	G	9	10	2	14.38062796	-3.652807703
Pmaf2	maliformis	G	1	17	17	31.46857516	6.73377918
Pmaf2	maliformis	G	10	17	8	13.89521632	6.626913284
Pmaf2	maliformis	G	11	17	7	19.82781306	-1.144669344
Pmaf2	maliformis	G	12	17	6	27.30982483	1.04762415
Pmaf2	maliformis	G	13	17	5	23.91526772	7.596525252
Pmaf2	maliformis	G	14	17	4	25.3645004	1.704423575
Pmaf2	maliformis	G	15	17	3	31.6662196	13.34704152
Pmaf2	maliformis	G	16	17	2	10.89061702	-0.803006371
Pmaf2	maliformis	G	17	17	1	6.930620827	7.462997531
Pmaf2	maliformis	G	2	17	16	27.38593684	5.4332619
Pmaf2	maliformis	G	3	17	15	31.04128913	14.61407757
Pmaf2	maliformis	G	4	17	14	23.82647306	-0.059792525
Pmaf2	maliformis	G	5	17	13	24.42856072	-0.11990864
Pmaf2	maliformis	G	6	17	12	26.02563305	4.684440681
Pmaf2	maliformis	G	7	17	11	22.28265415	2.56617238
Pmaf2	maliformis	G	8	17	10	24.29630561	-0.013715901
Pmaf2	maliformis	G	9	17	9	30.94865873	14.36149773
Pmaf3	maliformis	G	1	16	16	14.00703801	-13.4608894
Pmaf3	maliformis	G	10	16	7	24.83068282	3.715277533
Pmaf3	maliformis	G	11	16	6	24.61041129	0.500712226
Pmaf3	maliformis	G	12	16	5	12.56868334	-2.875838639
Pmaf3	maliformis	G	13	16	4	27.74763518	0.306083672
Pmaf3	maliformis	G	14	16	3	13.91043574	-13.53695217
Pmaf3	maliformis	G	15	16	2	10.86407555	-0.933471032
Pmaf3	maliformis	G	16	16	1	-7.32441163	24.3535204
Pmaf3	maliformis	G	2	16	15	20.76801567	3.113306701
Pmaf3	maliformis	G	3	16	14	22.81419081	2.837737963
Pmaf3	maliformis	G	4	16	13	16.1645565	-5.143781175
Pmaf3	maliformis	G	5	16	12	16.44388596	-4.492363487
Pmaf3	maliformis	G	6	16	11	21.36335458	2.540801064
Pmaf3	maliformis	G	7	16	10	19.96559347	0.064364139
Pmaf3	maliformis	G	8	16	9	18.01983325	-3.417228145
Pmaf3	maliformis	G	9	16	8	5.086581643	6.620777385
Pmaf4	maliformis	G	1	17	17	19.32032323	9.011131461
Pmaf4	maliformis	G	10	17	8	7.56016993	2.37104329
Pmaf4	maliformis	G	11	17	7	20.01403166	0.594786274
Pmaf4	maliformis	G	12	17	6	5.079696805	-4.862985769
Pmaf4	maliformis	G	13	17	5	23.99256694	7.199768278
Pmaf4	maliformis	G	14	17	4	14.86336764	5.23336622
Pmaf4	maliformis	G	15	17	3	5.257539113	-6.324117902
Pmaf4	maliformis	G	16	17	2	7.698200585	6.458643258
Pmaf4	maliformis	G	17	17	1	9.11241125	8.420437124
Pmaf4	maliformis	G	2	17	16	28.13892918	0.987303478
Pmaf4	maliformis	G	3	17	15	25.93766905	5.851314412
Pmaf4	maliformis	G	4	17	14	-10.34981641	23.41348133
Pmaf4	maliformis	G	5	17	13	19.84114384	0.026290154
Pmaf4	maliformis	G	6	17	12	16.5021007	-4.239216613
Pmaf4	maliformis	G	7	17	11	22.70883529	3.241147933
Pmaf4	maliformis	G	8	17	10	19.98863061	0.576412415
Pmaf4	maliformis	G	9	17	9	17.6835044	-3.755718948
Pmaf5	maliformis	G	1	15	15	10.31002305	20.96115691
Pmaf5	maliformis	G	10	15	6	16.22511367	-3.991723098
Pmaf5	maliformis	G	11	15	5	17.6688039	-3.095144075
Pmaf5	maliformis	G	12	15	4	21.26051785	3.26182454
Pmaf5	maliformis	G	13	15	3	17.83551686	5.369614669
Pmaf5	maliformis	G	14	15	2	24.05188537	0.226057722
Pmaf5	maliformis	G	15	15	1	10.54751707	-0.02197723
Pmaf5	maliformis	G	2	15	14	17.36013398	13.97482029
Pmaf5	maliformis	G	3	15	13	27.37578478	0.597610106
Pmaf5	maliformis	G	4	15	12	18.95035301	3.791453326
Pmaf5	maliformis	G	5	15	11	16.54860116	-4.942144291
Pmaf5	maliformis	G	6	15	10	24.99852466	5.061771551
Pmaf5	maliformis	G	7	15	9	15.06860271	5.83539996
Pmaf5	maliformis	G	8	15	8	16.15646888	-4.364824427
Pmaf5	maliformis	G	9	15	7	17.75306771	-3.800387993
Pmal1	malacophylla	G	1	11	11	30.28330131	8.193706075
Pmal1	malacophylla	G	10	11	2	15.46800117	-5.890374619
Pmal1	malacophylla	G	11	11	1	12.45337685	6.209242991
Pmal1	malacophylla	G	2	11	10	27.55521738	-0.532292544
Pmal1	malacophylla	G	3	11	9	22.86651842	0.430655237
Pmal1	malacophylla	G	4	11	8	23.91220814	5.234527404
Pmal1	malacophylla	G	5	11	7	28.41208569	1.388835048
Pmal1	malacophylla	G	6	11	6	28.73893819	1.621926182
Pmal1	malacophylla	G	7	11	5	20.00587567	1.065747418
Pmal1	malacophylla	G	8	11	4	28.72472142	1.57395706
Pmal1	malacophylla	G	9	11	3	26.23859365	-1.048369567
Pmal2	malacophylla	G	10	10	1	1.02982209	21.64872482
Pmal2	malacophylla	G	2	10	9	31.55901038	5.856926028
Pmal2	malacophylla	G	3	10	8	27.33702137	5.014873568
Pmal2	malacophylla	G	4	10	7	28.47892677	1.685980159
Pmal2	malacophylla	G	5	10	6	20.47612196	3.406609075
Pmal2	malacophylla	G	6	10	5	25.50375151	4.374530349
Pmal2	malacophylla	G	7	10	4	20.68827774	0.52922703
Pmal2	malacophylla	G	8	10	3	24.01555816	5.347124688
Pmal2	malacophylla	G	9	10	2	16.05968003	4.862250703
Pmal3	malacophylla	G	1	9	9	31.59882384	5.894527176
Pmal3	malacophylla	G	2	9	8	31.77475213	3.649994622
Pmal3	malacophylla	G	3	9	7	22.52908247	1.118747288
Pmal3	malacophylla	G	4	9	6	26.96345988	-0.19373107
Pmal3	malacophylla	G	5	9	5	25.43059146	5.817268916
Pmal3	malacophylla	G	6	9	4	26.71873956	-2.151339538
Pmal3	malacophylla	G	7	9	3	18.55521444	3.083206299
Pmal3	malacophylla	G	8	9	2	24.27790366	6.752528104
Pmal3	malacophylla	G	9	9	1	14.3516827	5.525563553
Pmal4	malacophylla	G	1	16	16	31.14908454	8.293602443
Pmal4	malacophylla	G	10	16	7	18.93587131	-0.79463185
Pmal4	malacophylla	G	11	16	6	27.13036343	-1.0476807
Pmal4	malacophylla	G	12	16	5	24.35200222	6.065321782
Pmal4	malacophylla	G	13	16	4	17.7503735	1.66014921
Pmal4	malacophylla	G	14	16	3	15.75280258	5.454556503
Pmal4	malacophylla	G	15	16	2	2.882607263	-11.38169559
Pmal4	malacophylla	G	16	16	1	5.364716499	15.39452796
Pmal4	malacophylla	G	2	16	15	31.75819699	3.631809696
Pmal4	malacophylla	G	3	16	14	23.21055528	1.854828583
Pmal4	malacophylla	G	4	16	13	25.29236862	7.835298308
Pmal4	malacophylla	G	5	16	12	21.42603419	-4.544561986
Pmal4	malacophylla	G	6	16	11	25.87244299	-6.656008396
Pmal4	malacophylla	G	7	16	10	22.93570904	1.486457489
Pmal4	malacophylla	G	8	16	9	18.39328751	-1.61703911
Pmal4	malacophylla	G	9	16	8	18.66238639	-2.38665105
Pmal5	malacophylla	G	1	15	15	31.60018281	8.612658522
Pmal5	malacophylla	G	10	15	6	22.59523856	0.186591018
Pmal5	malacophylla	G	11	15	5	26.63837837	-0.235479069
Pmal5	malacophylla	G	12	15	4	24.73559317	-2.482763129
Pmal5	malacophylla	G	13	15	3	3.79534628	-10.28360585
Pmal5	malacophylla	G	14	15	2	25.52180779	-1.718685963
Pmal5	malacophylla	G	15	15	1	16.60957149	2.878242387
Pmal5	malacophylla	G	2	15	14	29.06563029	5.458863449
Pmal5	malacophylla	G	3	15	13	24.54836942	-0.40162233
Pmal5	malacophylla	G	4	15	12	29.04178903	5.339807332
Pmal5	malacophylla	G	5	15	11	22.76702999	-0.432126554
Pmal5	malacophylla	G	6	15	10	23.01511156	0.592948085
Pmal5	malacophylla	G	7	15	9	14.82154632	4.568748169
Pmal5	malacophylla	G	8	15	8	25.46890502	3.606149298
Pmal5	malacophylla	G	9	15	7	22.3908395	3.051339796
Pmal6	malacophylla	G	1	12	12	30.04528252	7.039968848
Pmal6	malacophylla	G	10	12	3	22.97292522	-6.476879891
Pmal6	malacophylla	G	11	12	2	18.01348769	4.105295184
Pmal6	malacophylla	G	12	12	1	2.751357632	14.7123569
Pmal6	malacophylla	G	2	12	11	29.61989329	6.229779435
Pmal6	malacophylla	G	3	12	10	26.52255737	4.847288927
Pmal6	malacophylla	G	4	12	9	25.65732776	0.572968245
Pmal6	malacophylla	G	5	12	8	25.25992318	5.636539349
Pmal6	malacophylla	G	6	12	7	8.795430756	-9.389933718
Pmal6	malacophylla	G	7	12	6	17.12353127	-4.285291174
Pmal6	malacophylla	G	8	12	5	16.52645013	3.115329555
Pmal6	malacophylla	G	9	12	4	18.74535467	3.414785677
Pmal7	malacophylla	G	1	14	14	31.77549343	5.647980931
Pmal7	malacophylla	G	10	14	5	16.14433533	4.958605714
Pmal7	malacophylla	G	11	14	4	24.27871576	4.957839373
Pmal7	malacophylla	G	12	14	3	25.45342517	-3.233592784
Pmal7	malacophylla	G	13	14	2	25.33297989	-3.172072707
Pmal7	malacophylla	G	14	14	1	10.48141751	-12.55891464
Pmal7	malacophylla	G	2	14	13	29.70979037	6.096941301
Pmal7	malacophylla	G	3	14	12	22.6832545	-0.326582608
Pmal7	malacophylla	G	4	14	11	18.22442878	4.542944537
Pmal7	malacophylla	G	5	14	10	27.4727328	-0.620963743
Pmal7	malacophylla	G	6	14	9	22.86851622	-0.70751236
Pmal7	malacophylla	G	7	14	8	20.19613636	0.827422216
Pmal7	malacophylla	G	8	14	7	22.15607896	4.449587798
Pmal7	malacophylla	G	9	14	6	19.51121288	1.16948567
Pmic1	micropetala	B	1	16	16	4.171683802	-13.0503169
Pmic1	micropetala	B	10	16	7	-4.210457983	-19.72111199
Pmic1	micropetala	B	11	16	6	-3.96310557	-19.2712657
Pmic1	micropetala	B	12	16	5	-1.166698294	-18.59262588
Pmic1	micropetala	B	13	16	4	-3.586363036	-17.48492475
Pmic1	micropetala	B	14	16	3	-3.413808002	-15.77557581
Pmic1	micropetala	B	15	16	2	-1.578308735	-16.98269605
Pmic1	micropetala	B	16	16	1	-1.356472721	-4.640063684
Pmic1	micropetala	B	2	16	15	-9.358538901	-23.42240755
Pmic1	micropetala	B	3	16	14	-9.493348353	-23.28315973
Pmic1	micropetala	B	4	16	13	-10.21364744	-22.85481475
Pmic1	micropetala	B	5	16	12	-10.1503891	-22.64658496
Pmic1	micropetala	B	6	16	11	-4.888118197	-21.13302961
Pmic1	micropetala	B	7	16	10	-4.255420942	-21.80608125
Pmic1	micropetala	B	8	16	9	-3.903854755	-19.62184466
Pmic1	micropetala	B	9	16	8	-1.245256819	-18.41866152
Pmic2	micropetala	B	1	13	13	1.758710829	-13.85660646
Pmic2	micropetala	B	10	13	4	-0.249782534	-17.5834182
Pmic2	micropetala	B	11	13	3	2.510605232	-13.33731802
Pmic2	micropetala	B	12	13	2	-3.249660319	-16.4057362
Pmic2	micropetala	B	13	13	1	0.005598852	-16.65504093
Pmic2	micropetala	B	2	13	12	-3.601669594	-20.3529528
Pmic2	micropetala	B	3	13	11	-0.577468187	-22.73769455
Pmic2	micropetala	B	4	13	10	-4.298530356	-19.98823326
Pmic2	micropetala	B	5	13	9	-2.772479585	-20.74788302
Pmic2	micropetala	B	6	13	8	-3.244012122	-20.65019987
Pmic2	micropetala	B	7	13	7	1.010951622	-12.75740207
Pmic2	micropetala	B	8	13	6	-3.95532254	-21.36131503
Pmic2	micropetala	B	9	13	5	-0.857450917	-18.76156815
Pmic3	micropetala	B	1	10	10	-1.630167336	-20.58880977
Pmic3	micropetala	B	10	10	1	-0.555138756	-16.280113
Pmic3	micropetala	B	2	10	9	-2.331602402	-21.52245436
Pmic3	micropetala	B	3	10	8	-2.512554472	-20.8428228
Pmic3	micropetala	B	4	10	7	-2.810445096	-19.42557217
Pmic3	micropetala	B	5	10	6	-2.107790598	-19.09070865
Pmic3	micropetala	B	6	10	5	-2.122325194	-17.87524316
Pmic3	micropetala	B	7	10	4	-2.65470515	-18.22547364
Pmic3	micropetala	B	8	10	3	-3.344612487	-18.80074363
Pmic3	micropetala	B	9	10	2	-2.77040522	-18.09095785
Pmic4	micropetala	B	1	10	10	-0.743459003	-20.26168204
Pmic4	micropetala	B	10	10	1	-2.862604939	-14.76761012
Pmic4	micropetala	B	2	10	9	-3.361971979	-18.48963273
Pmic4	micropetala	B	3	10	8	-1.541500119	-20.37964486
Pmic4	micropetala	B	4	10	7	-2.824182092	-19.31786401
Pmic4	micropetala	B	5	10	6	-2.097644284	-19.02884713
Pmic4	micropetala	B	6	10	5	-0.594991731	-19.84195828
Pmic4	micropetala	B	7	10	4	-3.072278803	-17.76247106
Pmic4	micropetala	B	8	10	3	-3.96095232	-18.06268031
Pmic4	micropetala	B	9	10	2	-3.937291179	-16.74494868
Pmic5	micropetala	B	1	10	10	-0.890587042	-18.25544346
Pmic5	micropetala	B	2	10	9	-4.920612783	-20.97811851
Pmic5	micropetala	B	3	10	8	-2.612806328	-20.69827953
Pmic5	micropetala	B	4	10	7	-3.056392352	-19.97199708
Pmic5	micropetala	B	5	10	6	-2.983366939	-17.4651165
Pmic5	micropetala	B	6	10	5	-3.193176699	-17.55597753
Pmic5	micropetala	B	7	10	4	-3.471007241	-18.87464457
Pmic5	micropetala	B	8	10	3	-4.681152885	-17.04943037
Pmic6	micropetala	B	1	9	9	-4.252961678	-18.01665824
Pmic6	micropetala	B	2	9	8	-1.113378476	-20.06120069
Pmic6	micropetala	B	3	9	7	-3.429461402	-18.25898161
Pmic6	micropetala	B	4	9	6	1.429108259	-13.42041756
Pmic6	micropetala	B	5	9	5	1.418573906	-14.15302297
Pmic6	micropetala	B	6	9	4	-1.79844281	-17.94332667
Pmic6	micropetala	B	7	9	3	-3.200918865	-20.07502475
Pmic6	micropetala	B	8	9	2	-5.538635447	-16.93820996
Pmic6	micropetala	B	9	9	1	0.818622332	-14.09176969
Pmie1	miersii	E	1	16	16	18.56606861	0.650395871
Pmie1	miersii	E	10	16	7	36.62552837	11.30522342
Pmie1	miersii	E	11	16	6	0.402543406	2.455754421
Pmie1	miersii	E	12	16	5	13.04245071	-6.38754701
Pmie1	miersii	E	13	16	4	36.68143837	11.71767374
Pmie1	miersii	E	14	16	3	16.75351423	-9.860824482
Pmie1	miersii	E	15	16	2	16.68231562	-9.151081409
Pmie1	miersii	E	16	16	1	9.562049314	9.703102039
Pmie1	miersii	E	2	16	15	10.71952337	-4.145613584
Pmie1	miersii	E	3	16	14	14.28425362	-0.989911954
Pmie1	miersii	E	4	16	13	10.51553013	-2.018673862
Pmie1	miersii	E	5	16	12	6.139197742	6.746144677
Pmie1	miersii	E	6	16	11	15.40195323	-7.23635014
Pmie1	miersii	E	7	16	10	11.74402089	5.583211981
Pmie1	miersii	E	8	16	9	9.582905006	0.357590742
Pmie1	miersii	E	9	16	8	0.353325028	3.28404646
Pmie2	miersii	E	1	15	15	14.55836162	-11.53698358
Pmie2	miersii	E	10	15	6	12.6824731	-7.810169365
Pmie2	miersii	E	11	15	5	36.60330147	11.53907189
Pmie2	miersii	E	12	15	4	16.67034948	-9.461718797
Pmie2	miersii	E	13	15	3	16.65884939	-2.259650361
Pmie2	miersii	E	14	15	2	14.00553914	-1.063411822
Pmie2	miersii	E	15	15	1	12.25450753	-5.167830464
Pmie2	miersii	E	2	15	14	11.41717109	-2.80122963
Pmie2	miersii	E	3	15	13	8.05754645	7.311516804
Pmie2	miersii	E	4	15	12	5.41132275	2.859992557
Pmie2	miersii	E	5	15	11	2.842722229	4.212565195
Pmie2	miersii	E	6	15	10	9.243522146	-1.016028189
Pmie2	miersii	E	7	15	9	13.02259918	-6.424201452
Pmie2	miersii	E	8	15	8	15.38145074	-10.38310001
Pmie2	miersii	E	9	15	7	4.995726511	-0.356972903
Pmie3	miersii	E	1	14	14	12.19868253	10.66198095
Pmie3	miersii	E	10	14	5	18.23572954	-9.360080677
Pmie3	miersii	E	11	14	4	5.815959473	4.75046571
Pmie3	miersii	E	12	14	3	9.828232927	5.830524344
Pmie3	miersii	E	13	14	2	15.31494523	-1.851097146
Pmie3	miersii	E	2	14	13	8.753928141	3.460853876
Pmie3	miersii	E	3	14	12	7.839513935	0.539886695
Pmie3	miersii	E	4	14	11	8.115354673	3.884177516
Pmie3	miersii	E	5	14	10	9.527309219	4.262366711
Pmie3	miersii	E	6	14	9	8.584093462	4.820549665
Pmie3	miersii	E	7	14	8	16.56053624	-9.73580392
Pmie3	miersii	E	8	14	7	0.220133427	3.62609035
Pmie3	miersii	E	9	14	6	10.81297683	-7.811200778
Pmie4	miersii	E	1	25	25	15.00080621	5.140225656
Pmie4	miersii	E	10	25	16	12.89787586	6.366095265
Pmie4	miersii	E	11	25	15	5.584388891	26.52978173
Pmie4	miersii	E	12	25	14	1.106798008	5.35015526
Pmie4	miersii	E	13	25	13	10.09774571	7.338356841
Pmie4	miersii	E	14	25	12	9.996662003	5.460232924
Pmie4	miersii	E	15	25	11	10.38477434	7.044574004
Pmie4	miersii	E	16	25	10	8.749655172	5.568116605
Pmie4	miersii	E	17	25	9	9.048606236	4.285304634
Pmie4	miersii	E	18	25	8	9.588264987	6.754281959
Pmie4	miersii	E	19	25	7	14.24283019	-1.179158339
Pmie4	miersii	E	2	25	24	10.21856852	2.872337196
Pmie4	miersii	E	20	25	6	12.48592617	-5.130095812
Pmie4	miersii	E	21	25	5	2.374211483	-3.616379162
Pmie4	miersii	E	22	25	4	3.398432021	3.383953542
Pmie4	miersii	E	23	25	3	10.55209683	8.192270288
Pmie4	miersii	E	24	25	2	15.46518269	-2.385715795
Pmie4	miersii	E	25	25	1	3.782126229	28.79825709
Pmie4	miersii	E	3	25	23	25.02938169	4.43425632
Pmie4	miersii	E	4	25	22	16.51210834	-0.223213752
Pmie4	miersii	E	5	25	21	15.88220287	3.847657174
Pmie4	miersii	E	6	25	20	12.92034173	-3.050954893
Pmie4	miersii	E	7	25	19	13.78747699	6.77666147
Pmie4	miersii	E	8	25	18	7.499724647	17.45415489
Pmie4	miersii	E	9	25	17	7.416472662	2.127993658
Pmie5	miersii	E	1	22	22	12.88868935	-3.590954923
Pmie5	miersii	E	10	22	13	14.80489054	-5.280905982
Pmie5	miersii	E	11	22	12	7.072792465	0.405414165
Pmie5	miersii	E	12	22	11	10.04869599	3.082483014
Pmie5	miersii	E	13	22	10	3.095915374	3.853637666
Pmie5	miersii	E	14	22	9	13.50114942	-4.726940739
Pmie5	miersii	E	15	22	8	8.659642931	-0.456887442
